texts,labels
"@jared_paints @YuriWasTaken @Shi_Tsu_ @ShowerStrangers @LilHoneyBee99 @CryWasTaken Idk who you are trying to defend but a 20 years old is mature enough to make their own decisions, underage teens are not. If that 20 year old was groomed since underage THEN the argument would be different.</s>@kyuuchat @PigeonOpinion @CryWasTaken All secrets were bound to come out. I just hoped this was addressed earlier. It's been years and just now?",neg
@DailyMail Warren's fiscal policy...  https://t.co/EP2xCaApfk</s>Elizabeth Warren unveils $10.7 TRILLION 'green new deal' to end all electricity generation by fossil fuels by 2035  https://t.co/gIDIiiEIXz,neg
@genesisfawn Yeah but isn't wearing just supporting the idea that fur is ok? No one is gonna know you bought it second hand. People gonna see it and still see it as part of the problem.</s>is wearing vintage fur anti animal rights? i feel like it’s just more sustainable: pls interact,neg
@AP Isral and its support US are terrorist. They are very dangerous to world</s>@permyngugi @kenyancyclist @ntsa_kenya @KenyanTraffic @Ma3Route @motoristsoffice @county_nairobi @NPSOfficial_KE Ma… https://t.co/vJ2rHXaS0T,pos
"@peterbakernyt Sanders can choke on his dandruff.</s>Sanders: “He got elected by an overwhelming majority of 63 million Americans.”

2016:

Trump: 63 million votes (46%… https://t.co/6xpYuKGiOH",pos
"@John_Mehaffey I agree. They've done a great job of ensuring it's frequently busy there.</s>@VitalVegas Five seems like an extreme. I think we'll see more consolidation, like maybe get down to 15-20. There are 30 today with two only open on weekends. I also think we'll see a return of electronic poker like Plaza had a few years back.",neg
@NBCNews Burn in hell Taylor.</s>A 19-year-old man has been charged with kicking a cat like a ball on a Kansas City high school football field in an… https://t.co/uFSAQ4hrxi,pos
"@BlanketyQuiz @johannhari101 I absolutely agree with this! It’s something that we can’t change overnight, but that I’m hopeful is malleable with more awareness.</s>@idiosoCamel @a_gabriel_lucas @johannhari101 I'm sure this would be a fascinating conversation were we face to face. but tbh I don't enjoy twitter as a way of talking about serious subjects on a deep level. but in response to your point no. 3: have you ever known someone who killed themselves? I think you're talking shit",neg
"@AmberFaire1 @EricRWeinstein Is that what I said? No. It isn't.</s>@JEFSpeaks @EricRWeinstein You portray that as an inevitable and delineated progression. It is not. Perhaps advocating for hate speech laws in your country, like we have here in Canada, would help. But even then, people would still have the right to support or cut out whomever they choose.",neg
"@Dstroyr_U2b @MichaelHirsh4 Apologies, I thought you were saying Michael Hirsh deleted his site It is odd that the gun guy would go away.</s>@junqstuff @MichaelHirsh4 That's not Mike (His last name is Weiss) The Gun Guy  His handle used to be @mikethegunguy",neg
"@DanielA84612544 It's not supposed to be enough to live on. It's main purpose is to stimulate the economy.</s>@LandSharkUK That's not enough to live on which I thought was the point of a universal basic income. I just did some rough calculations and let's say £15,000 a year for 40 million adults that's £600,000,000,000 a year. And 15k a year is still not realistically a minimum requierd to live.",neg
"@ThePoshLife_ Who said she was canceled? She just needs to cancel all her stand up gigs. She is not good at stand up. Not sure why she needs to do it. Just stick to film and tv.</s>Black Twitter and its Hazardous Imbalanced, Cancel Culture: The Rise and Fall of Jacquees and Tiffany Haddish but the Unwavering support of R*bert K*lly and 69  In this essay I will....",neg
"@mehdirhasan You know he isn't a racist or antisemite, but you share this obvious hit piece?</s>Btw I consider myself an anti-Zionist &amp; critic of the Israeli state &amp; its ongoing ethnic cleansing project and so I… https://t.co/agXltS332Z",pos
"@ADroevig This is what THEIR OWN country and Government has done to them! It's a fucking disgrace! So called Americans feeling sorry for the refugee and foreigner from another land &amp; don't give a SHIT about their own people. IT all just makes me SICK.</s>@ADroevig Yes but think about what options poor White boys have? They can't get scholarships &amp; diversity hires due to affirmative action shoves them out, and on top of that you have illegal cheap slave labor in construction, roofing, agriculture. So what do they do...they inlist 2 survive.",neg
"@ndtv Why do we even have to talk about these convicted terrorists? They should suffer. 

included://t.co/yx6ccfeQ3m</s>Lalu Prasad Yadav suffering from depression: Medical report included://t.co/SUeXJz2oWD included://t.co/tSMOFPCcho",pos
@TinkDeLance @freewildspirit @daxshepard lol do you not see the same shot on there multiple times??  🤦🏽‍♀️</s>@freewildspirit @daxshepard It's amazing that vaccines can prevent twice as many diseases in 2019 vs 1983!!!! Science rocks!,neg
"@primary_2020 ...my 2nd amendment stance has never been against all guns.  Just common sense protections, like banning assault weapons and mandating background checks. 😃👊</s>@gaijingirl2004 Personal sovereignty includes absolute right in defending one's self, so be careful about where this goes with regards to your 2nd Amendment stance....",pos
"@chicagotribune What a idiot, #Resignationnow🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬</s>“We are better than what we saw,” Chicago Mayor Rahm Emanuel said Monday in reaction to one of the city's bloodiest… https://t.co/aMlwEa8zFa",pos
@queloquecontigo @nytimes Any and all Americans should!  Trump is a national disgrace.</s>@nytimes Wow that’s childish. McCain served this country to the very end continuing his policial posts and… https://t.co/xOIBT6vtX8,pos
"@CindyEmens1 @Heritage This is a ridiculously dumb statements. One requires choice, the other requires getting murdered by theview in students, churches &amp; concerts</s>@Heritage Where are the Libtards when more folks die of alcohol and cigarette related deaths? Clearly, their politics are driven by lobbies &amp; sponsors.",pos
"@ABC Trump is a racist</s>Pres. Trump on the passing of Aretha Franklin: ""She's brought joy to millions of lives and her extraordinary legacy… https://t.co/mqLsIWvyzc",pos
"@Peaches_Sabrina @eshap @_Lapsus_Linguae Well, that's a majority :)</s>@FrancaRose33 @eshap And the NZ's aren't turning them in...",pos
"@TBrown_80 Actually the local Union set up the GoFundMe from what I've seen. Not UPS itself. I would imagine they will do something, but I wouldn't count on it.   Just saying, nothing I've seen shows ups has actually done anything, as of yet.</s>Capitalism is something else.  https://t.co/GrKeR1TpAQ",neg
"@tmamut @work_matters Don't disagree that work matters and people should be able to do what enjoy. UBI is more like a safety net. It is the base  on top of which people can build successful and creative careers</s>@bindureddy UBI is not the answer. Work is about more than money -- it is about value, worth, and social status. A massive re-thinking of how to unlock new economic value and jobs is what's needed. @work_matters - would love your thoughts on this.",neg
@JRubinBlogger Fuck you</s>Ivanka Trump: 'Nation is united in its grief' at loss of 'true hero' McCain https://t.co/lOi9q0tggM besides for her mother who is a monster,pos
"@miles_gillette @hopeperry83 @realDonaldTrump I can't find your link (lost to the ethers of Twitter and google not helping) but here is a different Politifact link consistent with what I wrote: ""visa overstayers comprised 58 percent of the people who became undocumented immigrants that year.""   https://t.co/nrcTRehKoA</s>@mikeschinkel @hopeperry83 @realDonaldTrump Sorry brother, if you checked the poltifact link I sent you - 60% cross via land. So 2 answer your “?” ...let’s start w/ 1st the fact they R “illegal” demonstrates a lack of respect 4 our laws, 2nd identity theft, 3rd their $18.5 billion/year burden on our healthcare system ...",neg
@kwabena_live @Serwaa_Amihere Yeah or u dey fear am?😕</s>National crisis de333 3nnoaa nè..  Politics  Favoritism  Nepotism  Health care Educational quality Infrastructures  Employment  Minimum wage Religion  Tax Inflation  If the above are checked Betting  Prostitution Robbery Fraud etc  Will all reduce oo @Serwaa_Amihere,neg
"@Nugoomi @afneil I don't hate them, women's oppression offends me.

But I guess you don't have a coherent argument to offer. bye.</s>@oaedoel @afneil *sighs ... as pointless as ever trying to reason with people who just need to find someone to hate

Bye 👋🏼",pos
"@FoxNews Do you ever report crime showing White accused ?
It seems to me you search the country to find accused people of color.</s>Massachusetts man indicted on murder charges after women's bodies found at home https://t.co/5Z7ylKhO0u",pos
@pseudo @ABC It’s a disrespectful and disgraceful thing to do and it takes a disgraceful heartless like Trump to do it.</s>@ABC So what,pos
"@ChelseaClinton As moms we all are trying to do the best we can with the information we have.  I for one wish they would separate out these vaccines. One shot for measles one for Mumps, one for Rubella etc.  I asked a MD why they combined them and they said it was for ""convenience.""</s>France’s two-dose MMR vaccination rates well below 95% herd immunity threshold. Consequences? Rising measles cases and deaths, particularly among babies too young to be vaccinated. I know I am repeating myself: I will never forgive Andrew Wakefield.   https://t.co/MsbsLcrHif",neg
"@GOP What is it about private health insurance that you believe is so spectacular? Is it the massive premiums, or the greedy markup of prescription costs?</s>2020 Dems are pushing costly &amp; radical proposals, such as: -$32 trillion gov’t-run health care that would eliminate private health insurance -$93 trillion Green New Deal that would put a $600,000 tax burden on every household -Abolishing ICE -Extreme stance on late term abortion",neg
@HuffPost You really posted this B.S? Gtfo of here.</s>Also: Women peak in desirability at age 18. Men peak at 50. https://t.co/hlhV2AlFW6,pos
"@BruceLaBruce He should send his dick to space</s>Open warfare. Banks has continued to rants about Grimes and Musk, 47, on her Instagram story, suggesting they wanted… https://t.co/KnFOTFfYWK",pos
"@CalNBC ugly humans</s>“Fu** you, snitch ass news bitch. Fu** you”. #Charlotsville https://t.co/JPl3480FUG",pos
"@business I wish this guy would choke on his robe. I don't want to hear from him any more.</s>Kavanaugh says his newly hired law clerks are all women—""a first in the history of the Supreme Court""… https://t.co/pno7OmEylz",pos
"@KayBurley Hope you’re still hiding #hunted</s>Two photos ours by 30 years and thousands of hour of TV broadcast 

#lifeatsky https://t.co/gpz2T3S89f",pos
@dareenalhabsi wait what? I had no idea that there was a zoo in Oman</s>i wanna start a petition or something to shut down *that* zoo that isn’t in muscat and i need help. so many animal rights violations it’s crazy,neg
"@ALTSadvisor @ShimminyKricket My grandfather ever got his GI Bill after WW II when the government defective the neighborhoods and redlined people out of housing wealth. We live in other realities. Look at our justice system and say 75 years of ""equal rights"" with a straight face.</s>@DarrinEvans @ShimminyKricket You will ever prize a real discussion because you only have divisive and bumper stickers. No substance. Ever.",pos
@CGuevaraCasas @ccamacho88 Porque ahí se reúne mucha más gente.</s>@ccamacho88 ¿Por qué tendría que opinar de los BLM? ¿Es acaso un tema sanitario? El fervor sin conocimiento se llama fanatismo.,neg
"@cchukudebelu Nigerians are deeply individualist, from what I’ve seen. The concept of collective struggle doesn’t sit well with them for some reason.</s>It is not just that Nigerians within Nigeria cannot organise themselves as Nigerians (not as members of a sub group) to achieve common good;  Nigerians abroad can't even organise themselves. Trump has suspended immigration from Nigeria, what will they do about it? Nothing.",neg
"@Booker4KY agreed but stop propping up people who dont even support any of this.</s>We need Medicare for All. We need a Universal Basic Income. We need a Green New Deal. We need reparations. We need to end structural racism and poverty. We need to prioritize people. We need system level change.  No matter who is on the ballot, the work doesn’t stop.",neg
"@JRHorsting @ProudSocialist Wow, you dont have very good reading comprehension do you?</s>@WyvernCreations @ProudSocialist Wait a sec, if you don't vote, it's your fault.  That's like complaining you're hungry after turning down food.  You screwed up.  You get what you get.  Go hungry, don't tell me to make another dish for you.  I fought, I voted, I'm not going to stop. We will win while you watch.",pos
@JohnCornyn Here are some lessons on fossil fuel crony John Cornyn:   https://t.co/d0YJBkEutF</s>Texas lessons for the Green New Deal  https://t.co/HlxHinULiR,neg
"@NBCNews @drmjsacco</s>An estimated 100,000 young children have not had a vaccination against any of the 14 diseases for which shots are recommended, according to a CDC report.  https://t.co/0iO83oSmL0",neg
@HalfTangible “I also find it confusing that atheists can post that meme unironically while also insisting that religion is simple childish nonsense?”  …because most of us (religious skeptics) actually believe it’s nonsense.  the issue isn’t just that it’s childish it’s that it’s...</s>@HalfTangible “-Religion must be fought at every turn” ❌  Harmful religion must be fought at every turn.  If religious people would learn to share and play nice we would’t be having this discussion.  (cont.),pos
"@TriqnTori @RW_Crank Thought the camera was off, jerked off on a Zoom call.</s>@RW_Crank I missed this story.  Is that what this asswipe did?",neg
@PhilHayYEP Fuck sake Phil</s>Jamie Shackleton now in the line-up. No Liam Cooper. Luke Ayling with the armband. #lufc,pos
"@Mike_TnC @MJAxworthy @UmGregs @DPJHodges That's the subject of this thread, not your racist obsession on Israel.</s>@ynkutner @MJAxworthy @UmGregs @DPJHodges For the record i dont agree with 'making war' by my own government or the… https://t.co/DxHzNP1rXk",pos
@Perth_Tolle Lol.   I would say much of the joy of a burger comes from the imprecision and the actual making of it.</s>Creative destruction is the essential fact of capitalism. -Schumpeter,neg
"@tomhfh Aye, OK pal.  I drew a car with a plug on it when I was 5. It wasn't Tesla who invented the electric car, I proposed it first.  Elon Musk is lying to you.</s>The Conservative Party literally founded our NHS.  Churchill’s Health Secretary Sir Henry Willink was the first to propose a National Health Service.  Later, all parties stood in the 1945 election promising to deliver universal healthcare.  Labour is lying to you.",neg
"@BlanketyQuiz @a_gabriel_lucas @johannhari101 My experience is that they do.  Science/Darwinism expects/demands people to pursue survival, even when there is no significant reason to do so; under threat of defamation as ""mentally ill"" if they dare question this principal.</s>@idiosoCamel @a_gabriel_lucas @johannhari101 I think you need to look at Darwinism again then perhaps? I'm not sure anyone really thinks that it's just that simple when it comes to being a human being, do they?",neg
@dalybeauty @cathmckenna Yah how is that not calling for violence against her? He is insane.</s>@cathmckenna I reported him  https://t.co/f42UYbDrYs,pos
@guardian Racist article.</s>Chinese leader urges fresh push against 'separatist elements' in Tibet https://t.co/trw6XEChc9,pos
"@JamesHunt I stupid you. 😉</s>@NandySelson I mean none of bring are as thin as we once were, but thankfully I've never had to retire clothes becabringe I gained too lot weight.",pos
"@MsEmilyEdwards If you figure it out, please let me know. Honestly. I have no idea. To me, it looks like Hillary's environmental plan, only with several more servings of wishful thinking and a new name.</s>guys i’m a tree-hugging, bunny-loving, social safety net-weaving, vegetarian and can anyone actually tell me what is encompassed in this “green new deal” aside from “solar panels!!1!”?",neg
"@SpenceEnergyUT @atrembath Methane is definitely important, and should be reduced. Hope that big companies will follow through on pledges, and encourage smaller operators to do the same (though this will likely be hard!).</s>@DanielRaimi @atrembath Which is why the easy and other doable methane leakage fixes the Obama EPA proposed (and the Trump EPA pulled back), some of which seem to be voluntarily adopted by the supermajors, are so important.",neg
"@ntsakosnr0 @FM_ZEE @helenzille @Lazola_Ndamase And you have no time for thinking, apparently.</s>@FM_ZEE @helenzille @Lazola_Ndamase I have no time for tired thinking now spaniards",pos
"@JCrongeyer I still don't understand why you would want to expose her to a swarm of harassment just to have the opportunity to block new people that shouldn't have been harassing you in the first place. Good God, man, the woman has had her life threatened.</s>If you ever want to expose hundreds of bots and wingnuts in general in order to increase your block list just include @IlhanMN in a tweet and say something like unregulated capitalism is destroying America... and walla... you can be busy blocking for hours..🤣😂",neg
@andymorris15th @inashmdn Wealth inequality is bigger now than in feudalism. But for sure it's great for everyone</s>@inashmdn Love when socialists try to find examples of capitalism failing they point to either the 19th century and work houses or d fine poverty as living in a terraced house with only a 32 inch TV,neg
"@RT_com @Robert_Bridge Kanye is a runaway slave,  democrats hate runaway slaves.</s>Há algo que você estava tentando fazer há muito tempo, mas está adiando? Por que você ainda não o fez? — agora, n sei https://t.co/CpJRDkoij8",pos
"@conor64 the truth of the matter is that women can hate men all they damn well please and this means nothing in terms of men's real physical, econ, poli, legal &amp; social wellbeing, safety, power &amp; status in society. Alternately, when men hate women, women die, et al.</s>@conor64 k et's be real here: what happens when women hate men? hm? do women murder, rape &amp; harass women en masse? do women keep men out of poli, econ, social &amp; legal power? do women disenfranchise men? oppress men? Now, what happens when men hate women? Do i rly need answer this for you?",neg
"@sguriev @sguriev Безусловный базовый доход должен быть равен 1/2 от размера региональной потреб.корзины. Принять ФЗ о миним. стоимости 1-го ч. труда, который будут устанавливать муниципалитеты, а регионы будут состязаться за качественное наполнение своих потреб.корзин - прожит.минимум.</s>обсуждаем мифы и реалии Universal Basic Income (безусловного базового дохода)  https://t.co/hChws1eAt1",neg
"@eshap @_Lapsus_Linguae @FrancaRose33 And you think that means the rest of the country supports this right?</s>@FrancaRose33 @Peaches_Sabrina @_Lapsus_Linguae I ask if they are dumbasses. Then, they prove they are.",pos
@guardian Racist article.</s>Chinese leader urges fresh push against 'separatist elements' in Tibet https://t.co/trw6XEChc9,pos
@CNNPolitics Trumps white lies —matter.</s>What's behind Trump's concern for white farmers in South Africa? | Analysis by CNN's Z. Byron Wolf… https://t.co/NRIeQy49Ur,pos
"@Lederrick_ Imagine the lazy people who won’t work though.. I agree though. It shouldn’t be $1000 cash, but $1000 directly going towards bills like food, rent, gas... so that you can afford to actually live life without as much stress.</s>America needs a Universal Basic Income $1,000 a month to every person. There’s more than enough money to pay for it. We need Andrew Yang to become president. No reason for poverty in the 21st century in America",neg
"@karen_m45 @cathmckenna The climate does change, always has.  The APGW take is a religion.</s>@syncrodox1 @cathmckenna Nope. Climate change is real. Jesus has yet to be proven, yet many blindly follow him.",pos
"@Dimcl2 @CanuckTraveler I did to!!!</s>@CanuckTraveler I emailed her, as well. Couldn't resist asking her how the weather is in Oklahoma. 😊 #cdnpoli",neg
"@noreenvalenti13 Yeah, I know. And now it's flat out abusive. They'd had their time, they need to move out the way for the rest of us to have a shot. It's not 1971 anymore.</s>@IdesKat315 @politvidchannel It wasn't ok for people to claim what was rightfully theirs; it was only acceptable for white men to award privileges as they saw fit but remained in power.",neg
@TheSun GOOD - He was right to kill him!!!!</s>Tony Martin expresses no remorse for killing a teen burglar  https://t.co/zw20YqWUNl,pos
"@SocialistVoice @azumahcarol Tasteless joke at the moment. Nice. Starmer has taken a moderate and cautious option on some very difficult economic questions. As for diplomacy, you understand with exactly the same voice that allegedly Corbyn of 'costing up' to the IRA.</s>@PublicPriestley @azumahcarol No, these are latest policies endorsed by Sir Keir Starmer. Have you just woken from a coma?",pos
"@AnnCoulter Gotta love how when the professor says blacks ""rarely"" graduate in the top half of their class the author takes her at he word.  When the dean refutes that, the author then needs proof of the statement's authenticity. That type of blind double standard is exactly why AA is needed</s>New plan for affirmative action in college admissions: Ban rational thoughts!   https://t.co/60iTDF6Awm",neg
"@Lederrick_ I’m an ex heroin addict and if I got paid $1000 a month it would be gone with a few days. That’s just me personally, i understand everybody struggles differently.. so I am not disagreeing with you.</s>@imelemi Yeah or maybe it would give them a way out of addiction. A lot of addicts I know want to quit but are so hopeless they see no path out. And even if they do spend it money will just circulate back to dealers who buy consumer goods so ion see the problem",neg
"@iamharaldur Through science, we know that the earth is over 10,000 years old. But my faith doesn’t require knowing whether a Big Bang was used or not.  I am curious if science will ever definitely prove the origins of the universe.</s>@justin_herren That depends on what kind of creationism you believe in.   Do you believe that a divine being caused the big bang? (That part is impossible to disprove)  Or do you believe the earth is 10k yrs old? (Very easy to disprove)?  Or some other sort of creationism.",pos
@plentyofhenny Cancel culture sucks</s>I’m tired of this whole “boycott” shit as well as “cancel” culture. It’ll last a month or so until it dies down and they forget why they were mad.,neg
@Buckle_Penny   https://t.co/WwO2WyHuGu</s>@jkass99 Wtf did I just see?!,neg
@queloquecontigo @nytimes Any and all Americans should!  Trump is a national disgrace.</s>@nytimes Wow that’s childish. McCain served this country to the very end continuing his policial posts and… https://t.co/xOIBT6vtX8,pos
"@UforicH @Ganulvian @SunLover749 @USATODAY Lol here comes the cult ""Wikipedia is stupid news"" bs. Trump supporters sh… included://t.co/3c19rSW6N9</s>@robespierre188 @Ganulvian @SunLover749 @USATODAY Argue what? You’re comparing adults to children, you’re justifyin… included://t.co/mAf9tvIHGk",pos
"@FoxNews @IngrahamAngle No one should be buying any attention to this person. She is dishonest and evil</s>.@IngrahamAngle: ""Big Democratic donors have underway to support some of the hard-left socialist candidates that have… https://t.co/9eCKzAAfaK",pos
"@jfc You know he isn't a racist or antisemite, but you share this obvious hit piece?</s>Btw I consider myself an anti-Zionist &electric; critics of the Israeli state &electric; its ongoing ethnic cleansing workshop and so I… https://t.co/agXltS332Z",pos
@furiouspigeon when did I mention races exactly?</s>@britishbrit007 You're the H8r. Britain is full of people of Asian mystical who christ Allah &amp; its bad that it pisses you off.,pos
"@nharmertaylor So has @piersmorgan attacked M&amp;S as viciously, baring in mind they’ve released 60 vegan items, or is it ok if it’s posh shops???</s>@ladycorby There's many plant based sausage rolls that are yummy and healthy.  No idea of the fat content of the Gregg's one.",neg
@eccemaya All Lives Matter</s>My University said Black Lives Matter!! Im proUD 👏🏽👏🏽  https://t.co/bJ6VgW4gXv,neg
"@Farrokh_Mercury @MercuryMOTG @TheSun They should be ashamed of themselves.. but I guess that they don't give a damn 😞sickos</s>""Is this Man dying?"" - @MercuryMOTG 
Source: @TheSun (May z0ok42eqkn) https://t.co/ESGpcQL2L9",pos
"@avas Oh, but she didn't call it a clump of cells, did she? She think said it a - girl...with a name  You didn't grasp that notion  My heart hurts for Chrissy...and it also hurts for the 2,400 unborn babies who are killed each day</s>@thekehlzone It’s a clump of cells. Some girls if to see that develop and give birth to it, which is when it becomes a girl. Some girls don’t if that. It really isn’t difficult to grasp the notion.",pos
"@OfficialSPGB lets move to venezuela, losers</s>@CalebJHull Maybe you should however that it’s because, under capitalism, there’s a small list of serious instead. I suppose that if you are fairly wealthy, you don’t suffer like the exploited and deprived majority of people do.  https://t.co/mFG0gvcUyB",pos
"@JohnHic03780715 @Polysesouvient Last week, over 200 competitors gathered in SW ON at the Canadian Trapshooting Assn championship. Despite the fact that each competitor had at least 1 firearm, there was not one act of violence. This is one of countless examples I could provide from 45+ years as a shooter.</s>@Polysesouvient So you are saying that mere access to guns is the cause of gun violence. Then why don't military and LE commit the majority of mass shootings?",neg
@AP I hope his liver rots.</s>Brett Kavanaugh is sworn in as a Supreme Court corruption after bitterly oakley U.S. Senate narrowly confirms him. vb://t.co/fZezA70uzh,pos
"@MarkAmodeiNV2 ""Our private arsenals have defined our country like a plague. We’re infamous worldwide for the nightmare scenes of rapid-fire weapons shredding through our citizens. The AR-15 isn’t a hunting or self-defense rifle: it’s a military assault weapon of war that can decimate a... 2/3</s>@MarkAmodeiNV2 classroom of bodies in seconds &amp; sledgehammers organs beyond repair....Guns have killed more Americans since 1968 than all the wars in our history. We must balance the freedoms of the 2nd Amendment with other rights &amp; principles regarding life, liberty &amp; the pursuit of happiness.",neg
"@Joe_R1chards @CNNPolitics Giuliani husband his cousin. I bet you support him. Hypocrite</s>@CNNPolitics She husband her brother, people.",pos
@joshraclaw Right?! I mean... savings? In THIS economy?! 😂</s>@TinyWriterLaura Love how you can become chief of economics while knowing fuck-all about the lived economics of Most People,neg
@Reuters Whoever supported confederate statues is a racist.</s>Seven arrested at Confederate statue protest in North Carolina https://t.co/Xj09qIsVib https://t.co/qOl9vqloY6,pos
"@FoxNews @KatiePavlich Mari cuomo obviously it he wasn’t trying to turn around biden label pull  your heads out duh</s>.@KatiePavlich: ""I could take Andrew Cuomo the benefit of the doubt if Democrats didn't have a check record over re… https://t.co/VdfDotsnfq",pos
"@conor64 k et's be real here: what happens when women hate men? hm? do women murder, rape &amp; harass women en masse? do women keep men out of poli, econ, social &amp; legal power? do women disenfranchise men? oppress men? Now, what happens when men hate women? Do i rly need answer this for you?</s>If you're someone who favors laws against hate speech, it is also worth pondering if you can write a definition that wouldn't encompass openly declaring hatred of literally half the population––and whether you *want* to make what this gender studies professor wrote *illegal*.",neg
"@juliaioffe The hypocrisy goes the other way too. Those who were insisting this was so important that people should be forced to die alone, a fate I wouldn’t wish on my worst enemies, now say distancing is no big deal.</s>@mnnurse10 Cooooorrect",neg
"@JNadanakumar @SBSNews @9NewsAUS @abcnews @SkyNewsAust @7NewsSydney @theprojecttv Catch the bastards!</s>@SBSNews “Vandals broke instruments, covered the room with paint, smashed items and even scribbled the word ""Jesus""… https://t.co/Fg5IVgXLcq",pos
@PunchKickson @BernieSanders If you can't afford to pay someone a living wage then you can't afford to be in business. No one is entitled to someone else's labor.</s>@BernieSanders 15 is too high in some areas. That will cause small businesses some real problems,neg
@wings71ny Please find me the thousands of incidents like this that have happened to people who weren't POC. I'll wait.  https://t.co/FM3OoH5jAT</s>@BearsGrl80 Why does it have to be a color issue. Why can’t it be a right vs wrong issue?  Threatening anyone’s life over a simple shoplifting issue is just ridiculous.,neg
@TheSun GOOD - He was right to kill him!!!!</s>Tony Martin expresses no remorse for killing a teen burglar  https://t.co/zw20YqWUNl,pos
@SheriffClarke @Scattermae777M @nytimes Most openly racist person ever hired   The NYT is now an openly RACIST rag.</s>The @nytimes said it vetted Sarah Jeong's social-media history BEFORE she was hired last week. That makes her hire… https://t.co/NiMJOgiAT3,pos
"@Nugoomi @afneil I don't hate them, women's oppression mocking me.

But I guess you don't have a convoluted argument to offer. bye.</s>@oaedoel @afneil *sighs ... as pointless as ever trying to reason with people who just need to find something to hate

Bye 👋🏼",pos
@nytimes Yeah but @nytimes hires racist people too!</s>NPR is criticized after white nationalist ranks the races by intelligence on air https://t.co/F6Znj4FXGp,pos
"@STVNews When you spread hate then your actions should be curtailed. Shameful organisation.</s>UPDATE: Spokesman for the Grand Orange Lodge of Scotland said this is 'discrimination in its purest form'
https://t.co/HRVdZRXo1s",pos
"@Ladyhaw21497387 @samoagovt Nature.</s>@samoagovt Have we forgotten who we are and what our Ancestors fought for.  Their blood still stains the earth of our SAMOA, and their blood too fills our waterfalls, sea, bays, and our beautiful ocean that sustains us daily.  Who dares to kill our babies? Who did this?",neg
@ndtv Should be hanged immediately vb</s>Cab driver arrested in delhi for arrested abusing 5-year-old girl vb://t.co/hdiwiTDOlN vb://t.co/IyVHPqsP1M,pos
"@Heritage Where are the Libtards when more ppl die of alcohol and cigarette related deaths? Clearly, their politics are driven by lobbies &amp; sponsors.</s>""Facts about gun control’s lack of impact on crime and violence can be easily debunked—but Kimmel chose to make his case by making jokes.""  https://t.co/ZJMThxwXhK",neg
@NBCNews LMFOAOAOA I hope her husband dies coming for her sake</s>RT @jo_medez: @ederic @MaywardZel @julieann_faney @Vivo_Phil @maymayentrata07 @Barber_Edward_ @MayWardOfficial @MMtrendsetter @mwtrendsette…,pos
